language,feature_id,layer,source_keyword,explanation,rank,pk_id,verse_ref,score,raw_text
cuv,12447,21-llamascope-res-32k,feeling, references to emotional experiences and thoughts related to relief and accountability,1,JHN-016-033,John 16:33,0.6857257,我 将 这 些 事 告 诉 你 们 ， 是 要 叫 你 们 在 我 里 面 有 平 安 。 在 世 上 ， 你 们 有 苦 难 ； 但 你 们 可 以 放 心 ， 我 已 经 胜 了 世 界 。
cuv,12447,21-llamascope-res-32k,feeling, references to emotional experiences and thoughts related to relief and accountability,2,2CO-001-006,2 Corinthians 1:6,0.66368306,我 们 受 患 难 呢 ， 是 为 叫 你 们 得 安 慰 ， 得 拯 救 ； 我 们 得 安 慰 呢 ， 也 是 为 叫 你 们 得 安 慰 ； 这 安 慰 能 叫 你 们 忍 受 我 们 所 受 的 那 样 苦 楚 。
cuv,12447,21-llamascope-res-32k,feeling, references to emotional experiences and thoughts related to relief and accountability,3,JOB-030-025,Job 30:25,0.6605112,人 遭 难 ， 我 岂 不 为 他 哭 泣 呢 ？ 人 穷 乏 ， 我 岂 不 为 他 忧 愁 呢 ？
cuv,12447,21-llamascope-res-32k,feeling, references to emotional experiences and thoughts related to relief and accountability,4,PSA-035-013,Psalms 35:13,0.65824527,至 於 我 ， 当 他 们 有 病 的 时 候 ， 我 便 穿 麻 衣 ， 禁 食 ， 刻 苦 己 心 ； 我 所 求 的 都 归 到 自 己 的 怀 中 。
cuv,12447,21-llamascope-res-32k,feeling, references to emotional experiences and thoughts related to relief and accountability,5,2CO-007-005,2 Corinthians 7:5,0.6563695,我 们 从 前 就 是 到 了 马 其 顿 的 时 候 ， 身 体 也 不 得 安 宁 ， 周 围 遭 患 难 ， 外 有 争 战 ， 内 有 惧 怕 。
cuv,12677,26-llamascope-res-32k,feeling,"instances of the phrase ""feel like"" indicating emotional states or perceptions",1,1TI-005-013,1 Timothy 5:13,0.61716455,并 且 他 们 又 习 惯 懒 惰 ， 挨 家 ? 游 ； 不 但 是 懒 惰 ， 又 说 长 道 短 ， 好 管 ? 事 ， 说 些 不 当 说 的 话 。
cuv,12677,26-llamascope-res-32k,feeling,"instances of the phrase ""feel like"" indicating emotional states or perceptions",2,ACT-019-032,Acts 19:32,0.6148709,聚 集 的 人 纷 纷 乱 乱 ， 有 喊 叫 这 个 的 ， 有 喊 叫 那 个 的 ， 大 半 不 知 道 是 为 甚 麽 聚 集 。
cuv,12677,26-llamascope-res-32k,feeling,"instances of the phrase ""feel like"" indicating emotional states or perceptions",3,HEB-005-011,Hebrews 5:11,0.6132153,论 到 麦 基 洗 德 ， 我 们 有 好 些 话 ， 并 且 难 以 解 明 ， 因 为 你 们 听 不 进 去 。
cuv,12677,26-llamascope-res-32k,feeling,"instances of the phrase ""feel like"" indicating emotional states or perceptions",4,1CO-009-027,1 Corinthians 9:27,0.6115898,我 是 攻 克 己 身 ， 叫 身 服 我 ， 恐 怕 我 传 福 音 给 别 人 ， 自 己 反 被 弃 绝 了 。
cuv,12677,26-llamascope-res-32k,feeling,"instances of the phrase ""feel like"" indicating emotional states or perceptions",5,1CO-009-025,1 Corinthians 9:25,0.6105535,凡 较 力 争 胜 的 ， 诸 事 都 有 节 制 ， 他 们 不 过 是 要 得 能 坏 的 冠 冕 ； 我 们 却 是 要 得 不 能 坏 的 冠 冕 。
cuv,12717,14-llamascope-res-32k,sentiment,significant sentiment expressions and emotional tones,1,2CO-006-009,2 Corinthians 6:9,0.6407019,似 乎 不 为 人 所 知 ， 却 是 人 所 共 知 的 ； 似 乎 要 死 ， 却 是 活 着 的 ； 似 乎 受 责 罚 ， 却 是 不 至 丧 命 的 ；
cuv,12717,14-llamascope-res-32k,sentiment,significant sentiment expressions and emotional tones,2,2CO-002-005,2 Corinthians 2:5,0.6254289,若 有 叫 人 忧 愁 的 ， 他 不 但 叫 我 忧 愁 ， 也 是 叫 你 们 众 人 有 几 分 忧 愁 。 我 说 几 分 ， 恐 怕 说 得 太 重 。
cuv,12717,14-llamascope-res-32k,sentiment,significant sentiment expressions and emotional tones,3,2CO-006-010,2 Corinthians 6:10,0.61696213,似 乎 忧 愁 ， 却 是 常 常 快 乐 的 ； 似 乎 贫 穷 ， 却 是 叫 许 多 人 富 足 的 ； 似 乎 一 无 所 有 ， 却 是 样 样 都 有 的 。
cuv,12717,14-llamascope-res-32k,sentiment,significant sentiment expressions and emotional tones,4,PHP-004-012,Philippians 4:12,0.61599535,我 知 道 怎 样 处 卑 贱 ， 也 知 道 怎 样 处 丰 富 ； 或 饱 足 ， 或 饥 饿 ； 或 有 馀 ， 或 缺 乏 ， 随 事 随 在 ， 我 都 得 了 秘 诀 。
cuv,12717,14-llamascope-res-32k,sentiment,significant sentiment expressions and emotional tones,5,2CO-002-004,2 Corinthians 2:4,0.6152359,我 先 前 心 里 难 过 痛 苦 ， 多 多 的 流 泪 ， 写 信 给 你 们 ， 不 是 叫 你 们 忧 愁 ， 乃 是 叫 你 们 知 道 我 格 外 的 疼 爱 你 们 。
cuv,12799,31-llamascope-res-32k,sentiment, expressions of emotion or sentiment,1,ACT-004-009,Acts 4:9,0.56415254,治 民 的 官 府 和 长 老 阿 ， 倘 若 今 日 因 为 在 残 疾 人 身 上 所 行 的 善 事 查 问 我 们 他 是 怎 麽 得 了 痊 愈 ，
cuv,12799,31-llamascope-res-32k,sentiment, expressions of emotion or sentiment,2,2SA-019-009,2 Samuel 19:9,0.554955,以 色 列 众 支 派 的 人 纷 纷 议 论 说 ： 王 曾 救 我 们 脱 离 仇 敌 的 手 ， 又 救 我 们 脱 离 非 利 士 人 的 手 ， 现 在 他 躲 避 押 沙 龙 逃 走 了 。
cuv,12799,31-llamascope-res-32k,sentiment, expressions of emotion or sentiment,3,ISA-051-005,Isaiah 51:5,0.5542996,我 的 公 义 临 近 ； 我 的 救 恩 发 出 。 我 的 膀 臂 要 审 判 万 民 ； 海 岛 都 要 等 候 我 ， 倚 赖 我 的 膀 臂 。
cuv,12799,31-llamascope-res-32k,sentiment, expressions of emotion or sentiment,4,1SA-005-011,1 Samuel 5:11,0.5530964,於 是 打 发 人 去 请 非 利 士 的 众 首 领 来 ， 说 ： 愿 你 们 将 以 色 列 　 神 的 约 柜 送 回 原 处 ， 免 得 害 了 我 们 和 我 们 的 众 民 ！ 原 来 　 神 的 手 重 重 攻 击 那 城 ， 城 中 的 人 有 因 惊 慌 而 死 的 ；
cuv,12799,31-llamascope-res-32k,sentiment, expressions of emotion or sentiment,5,1SA-008-020,1 Samuel 8:20,0.5524689,使 我 们 像 列 国 一 样 ， 有 王 治 理 我 们 ， 统 领 我 们 ， 为 我 们 争 战 。
cuv,13363,26-llamascope-res-32k,sentiment, expressions of emotion and sentiment,1,NUM-005-030,Numbers 5:30,0.61226916,或 是 人 生 了 疑 恨 的 心 ， 疑 恨 他 的 妻 ， 就 有 这 疑 恨 的 条 例 。 那 时 他 要 叫 妇 人 站 在 耶 和 华 面 前 ， 祭 司 要 在 他 身 上 照 这 条 例 而 行 。
cuv,13363,26-llamascope-res-32k,sentiment, expressions of emotion and sentiment,2,JER-030-017,Jeremiah 30:17,0.608696,耶 和 华 说 ： 我 必 使 你 痊 愈 ， 医 好 你 的 伤 痕 ， 都 因 人 称 你 为 被 赶 散 的 ， 说 ： 这 是 锡 安 ， 无 人 来 探 问 （ 或 译 ： 理 会 ） 的 ！
cuv,13363,26-llamascope-res-32k,sentiment, expressions of emotion and sentiment,3,PSA-031-013,Psalms 31:13,0.6053611,我 听 见 了 许 多 人 的 谗 谤 ， 四 围 都 是 惊 吓 ； 他 们 一 同 商 议 攻 击 我 的 时 候 ， 就 图 谋 要 害 我 的 性 命 。
cuv,13363,26-llamascope-res-32k,sentiment, expressions of emotion and sentiment,4,1TH-005-003,1 Thessalonians 5:3,0.6041988,人 正 说 平 安 稳 妥 的 时 候 ， 灾 祸 忽 然 临 到 他 们 ， 如 同 产 难 临 到 怀 胎 的 妇 人 一 样 。 他 们 绝 不 能 逃 脱 。
cuv,13363,26-llamascope-res-32k,sentiment, expressions of emotion and sentiment,5,RUT-004-006,Ruth 4:6,0.6037165,那 人 说 ： 这 样 我 就 不 能 赎 了 ， 恐 怕 於 我 的 产 业 有 碍 。 你 可 以 赎 我 所 当 赎 的 ， 我 不 能 赎 了 。
cuv,13536,7-llamascope-res-32k,feeling,sentiments and characteristics related to emotional depth and sensitivity,1,GAL-005-023,Galatians 5:23,0.60161513,温 柔 、 节 制 。 这 样 的 事 没 有 律 法 禁 止 。
cuv,13536,7-llamascope-res-32k,feeling,sentiments and characteristics related to emotional depth and sensitivity,2,PSA-067-001,Psalms 67:1,0.58258283,（ 一 篇 诗 歌 ， 交 与 伶 长 。 用 丝 弦 的 乐 器 。 ） 愿 　 神 怜 悯 我 们 ， 赐 福 与 我 们 ， 用 脸 光 照 我 们 ， （ 细 拉 ）
cuv,13536,7-llamascope-res-32k,feeling,sentiments and characteristics related to emotional depth and sensitivity,3,EXO-035-035,Exodus 35:35,0.5795908,耶 和 华 使 他 们 的 心 满 有 智 慧 ， 能 做 各 样 的 工 ， 无 论 是 雕 刻 的 工 ， 巧 匠 的 工 ， 用 蓝 色 、 紫 色 、 朱 红 色 线 ， 和 细 麻 、 绣 花 的 工 ， 并 机 匠 的 工 ， 他 们 都 能 做 ， 也 能 想 出 奇 巧 的 工 。
cuv,13536,7-llamascope-res-32k,feeling,sentiments and characteristics related to emotional depth and sensitivity,4,LUK-002-040,Luke 2:40,0.57748646,孩 子 渐 渐 长 大 ， 强 健 起 来 ， 充 满 智 慧 ， 又 有 神 的 恩 在 他 身 上 。
cuv,13536,7-llamascope-res-32k,feeling,sentiments and characteristics related to emotional depth and sensitivity,5,EPH-004-002,Ephesians 4:2,0.5767721,凡 事 谦 虚 、 温 柔 、 忍 耐 ， 用 爱 心 互 相 宽 容 ，
cuv,13687,19-llamascope-res-32k,feeling, sentiments related to gratitude and appreciation,1,GAL-004-018,Galatians 4:18,0.62841916,在 善 事 上 ， 常 用 热 心 待 人 原 是 好 的 ， 却 不 单 我 与 你 们 同 在 的 时 候 才 这 样 。
cuv,13687,19-llamascope-res-32k,feeling, sentiments related to gratitude and appreciation,2,1TI-004-008,1 Timothy 4:8,0.62256217,操 练 身 体 ， 益 处 还 少 ； 惟 独 敬 虔 ， 凡 事 都 有 益 处 ， 因 有 今 生 和 来 生 的 应 许 。
cuv,13687,19-llamascope-res-32k,feeling, sentiments related to gratitude and appreciation,3,JHN-016-033,John 16:33,0.62216306,我 将 这 些 事 告 诉 你 们 ， 是 要 叫 你 们 在 我 里 面 有 平 安 。 在 世 上 ， 你 们 有 苦 难 ； 但 你 们 可 以 放 心 ， 我 已 经 胜 了 世 界 。
cuv,13687,19-llamascope-res-32k,feeling, sentiments related to gratitude and appreciation,4,PSA-031-007,Psalms 31:7,0.6207248,我 要 为 你 的 慈 爱 高 兴 欢 喜 ； 因 为 你 见 过 我 的 困 苦 ， 知 道 我 心 中 的 艰 难 。
cuv,13687,19-llamascope-res-32k,feeling, sentiments related to gratitude and appreciation,5,1CO-010-033,1 Corinthians 10:33,0.6205437,就 好 像 我 凡 事 都 叫 众 人 喜 欢 ， 不 求 自 己 的 益 处 ， 只 求 众 人 的 益 处 ， 叫 他 们 得 救 。
cuv,13782,21-llamascope-res-32k,feeling, emotions and sentiments related to experiences and opinions,1,EXO-031-005,Exodus 31:5,0.56827277,又 能 刻 宝 石 ， 可 以 镶 嵌 ， 能 雕 刻 木 头 ， 能 做 各 样 的 工 。
cuv,13782,21-llamascope-res-32k,feeling, emotions and sentiments related to experiences and opinions,2,ISA-004-006,Isaiah 4:6,0.5651614,必 有 亭 子 ， 白 日 可 以 得 荫 避 暑 ， 也 可 以 作 为 藏 身 之 处 ， 躲 避 狂 风 暴 雨 。
cuv,13782,21-llamascope-res-32k,feeling, emotions and sentiments related to experiences and opinions,3,DEU-003-005,Deuteronomy 3:5,0.559966,这 些 城 都 有 坚 固 的 高 墙 ， 有 门 有 闩 。 此 外 还 有 许 多 无 城 墙 的 乡 村 。
cuv,13782,21-llamascope-res-32k,feeling, emotions and sentiments related to experiences and opinions,4,EXO-035-033,Exodus 35:33,0.55827296,又 能 刻 宝 石 ， 可 以 镶 嵌 ， 能 雕 刻 木 头 ， 能 做 各 样 的 巧 工 。
cuv,13782,21-llamascope-res-32k,feeling, emotions and sentiments related to experiences and opinions,5,2KI-004-010,2 Kings 4:10,0.556551,我 们 可 以 为 他 在 墙 上 盖 一 间 小 楼 ， 在 其 中 安 放 床 榻 、 桌 子 、 椅 子 、 灯 ? ， 他 来 到 我 们 这 里 ， 就 可 以 住 在 其 间 。
cuv,13867,21-llamascope-res-32k,feeling,various expressions and contexts of feelings and emotions,1,2CO-002-003,2 Corinthians 2:3,0.672135,我 曾 把 这 事 写 给 你 们 ， 恐 怕 我 到 的 时 候 ， 应 该 叫 我 快 乐 的 那 些 人 ， 反 倒 叫 我 忧 愁 。 我 也 深 信 ， 你 们 众 人 都 以 我 的 快 乐 为 自 己 的 快 乐 。
cuv,13867,21-llamascope-res-32k,feeling,various expressions and contexts of feelings and emotions,2,1TH-003-005,1 Thessalonians 3:5,0.65996885,为 此 ， 我 既 不 能 再 忍 ， 就 打 发 人 去 ， 要 晓 得 你 们 的 信 心 如 何 ， 恐 怕 那 诱 惑 人 的 到 底 诱 惑 了 你 们 ， 叫 我 们 的 劳 苦 归 於 徒 然 。
cuv,13867,21-llamascope-res-32k,feeling,various expressions and contexts of feelings and emotions,3,JOB-030-025,Job 30:25,0.6533314,人 遭 难 ， 我 岂 不 为 他 哭 泣 呢 ？ 人 穷 乏 ， 我 岂 不 为 他 忧 愁 呢 ？
cuv,13867,21-llamascope-res-32k,feeling,various expressions and contexts of feelings and emotions,4,1CO-007-040,1 Corinthians 7:40,0.6531809,然 而 按 我 的 意 见 ， 若 常 守 节 更 有 福 气 。 我 也 想 自 己 是 被 神 的 灵 感 动 了 。
cuv,13867,21-llamascope-res-32k,feeling,various expressions and contexts of feelings and emotions,5,1CO-004-012,1 Corinthians 4:12,0.6525691,并 且 劳 苦 ， 亲 手 做 工 。 被 人 咒 骂 ， 我 们 就 祝 福 ； 被 人 逼 迫 ， 我 们 就 忍 受 ；
cuv,14049,21-llamascope-res-32k,feeling, emotional experiences and sensations,1,EZK-008-003,Ezekiel 8:3,0.5956529,他 伸 出 彷 佛 一 只 手 的 样 式 ， 抓 住 我 的 一 绺 头 发 ， 灵 就 将 我 举 到 天 地 中 间 ， 在 　 神 的 异 象 中 ， 带 我 到 耶 路 撒 冷 朝 北 的 内 院 门 口 ， 在 那 里 有 触 动 主 怒 偶 像 的 坐 位 ， 就 是 惹 动 忌 邪 的 。
cuv,14049,21-llamascope-res-32k,feeling, emotional experiences and sensations,2,ACT-011-005,Acts 11:5,0.59292066,我 在 约 帕 城 里 祷 告 的 时 候 ， 魂 游 象 外 ， 看 见 异 象 ， 有 一 物 降 下 ， 好 像 一 块 大 布 ， 系 着 四 角 ， 从 天 缒 下 ， 直 来 到 我 跟 前 。
cuv,14049,21-llamascope-res-32k,feeling, emotional experiences and sensations,3,MIC-001-012,Micah 1:12,0.58516216,玛 律 的 居 民 心 甚 忧 急 ， 切 望 得 好 处 ， 因 为 灾 祸 从 耶 和 华 那 里 临 到 耶 路 撒 冷 的 城 门 。
cuv,14049,21-llamascope-res-32k,feeling, emotional experiences and sensations,4,JER-004-031,Jeremiah 4:31,0.58330816,我 听 见 有 声 音 ， 彷 佛 妇 人 产 难 的 声 音 ， 好 像 生 头 胎 疼 痛 的 声 音 ， 是 锡 安 女 子 （ 就 是 指 民 的 意 思 ） 的 声 音 ； 他 喘 着 气 、 ? 抄 手 ， 说 ： 我 有 祸 了 ！ 在 杀 人 的 跟 前 ， 我 的 心 发 昏 了 。
cuv,14049,21-llamascope-res-32k,feeling, emotional experiences and sensations,5,ACT-020-022,Acts 20:22,0.58245516,现 在 我 往 耶 路 撒 冷 去 ， 心 甚 迫 切 （ 原 文 是 心 被 捆 绑 ） ， 不 知 道 在 那 里 要 遇 见 甚 麽 事 ；
cuv,14094,29-llamascope-res-32k,feeling,emotional states and feelings experienced by individuals,1,ACT-023-030,Acts 23:30,0.64112896,後 来 有 人 把 要 害 他 的 计 谋 告 诉 我 ， 我 就 立 时 解 他 到 你 那 里 去 ， 又 吩 咐 告 他 的 人 在 你 面 前 告 他 。 （ 有 古 卷 在 此 有 ： 愿 你 平 安 ！ ）
cuv,14094,29-llamascope-res-32k,feeling,emotional states and feelings experienced by individuals,2,JER-031-013,Jeremiah 31:13,0.6399411,那 时 ， 处 女 必 欢 乐 跳 舞 ； 年 少 的 、 年 老 的 ， 也 必 一 同 欢 乐 ； 因 为 我 要 使 他 们 的 悲 哀 变 为 欢 喜 ， 并 要 安 慰 他 们 ， 使 他 们 的 愁 烦 转 为 快 乐 。
cuv,14094,29-llamascope-res-32k,feeling,emotional states and feelings experienced by individuals,3,2CO-002-003,2 Corinthians 2:3,0.6370487,我 曾 把 这 事 写 给 你 们 ， 恐 怕 我 到 的 时 候 ， 应 该 叫 我 快 乐 的 那 些 人 ， 反 倒 叫 我 忧 愁 。 我 也 深 信 ， 你 们 众 人 都 以 我 的 快 乐 为 自 己 的 快 乐 。
cuv,14094,29-llamascope-res-32k,feeling,emotional states and feelings experienced by individuals,4,NUM-005-030,Numbers 5:30,0.6368531,或 是 人 生 了 疑 恨 的 心 ， 疑 恨 他 的 妻 ， 就 有 这 疑 恨 的 条 例 。 那 时 他 要 叫 妇 人 站 在 耶 和 华 面 前 ， 祭 司 要 在 他 身 上 照 这 条 例 而 行 。
cuv,14094,29-llamascope-res-32k,feeling,emotional states and feelings experienced by individuals,5,PSA-050-021,Psalms 50:21,0.6367723,你 行 了 这 些 事 ， 我 还 闭 口 不 言 ， 你 想 我 恰 和 你 一 样 ； 其 实 我 要 责 备 你 ， 将 这 些 事 摆 在 你 眼 前 。
cuv,14207,4-llamascope-res-32k,sentiment, positive sentiment or approval,1,REV-022-007,Revelation 22:7,0.63515925,看 哪 ， 我 必 快 来 ！ 凡 遵 守 这 书 上 预 言 的 有 福 了 ！
cuv,14207,4-llamascope-res-32k,sentiment, positive sentiment or approval,2,DEU-033-029,Deuteronomy 33:29,0.6341355,以 色 列 阿 ， 你 是 有 福 的 ！ 谁 像 你 这 蒙 耶 和 华 所 拯 救 的 百 姓 呢 ？ 他 是 你 的 盾 牌 ， 帮 助 你 ， 是 你 威 荣 的 刀 剑 。 你 的 仇 敌 必 投 降 你 ； 你 必 踏 在 他 们 的 高 处 。
cuv,14207,4-llamascope-res-32k,sentiment, positive sentiment or approval,3,1KI-010-008,1 Kings 10:8,0.63111407,你 的 臣 子 、 你 的 仆 人 常 侍 立 在 你 面 前 听 你 智 慧 的 话 是 有 福 的 ！
cuv,14207,4-llamascope-res-32k,sentiment, positive sentiment or approval,4,ACT-023-030,Acts 23:30,0.6294885,後 来 有 人 把 要 害 他 的 计 谋 告 诉 我 ， 我 就 立 时 解 他 到 你 那 里 去 ， 又 吩 咐 告 他 的 人 在 你 面 前 告 他 。 （ 有 古 卷 在 此 有 ： 愿 你 平 安 ！ ）
cuv,14207,4-llamascope-res-32k,sentiment, positive sentiment or approval,5,JHN-005-025,John 5:25,0.62833065,我 实 实 在 在 的 告 诉 你 们 ， 时 候 将 到 ， 现 在 就 是 了 ， 死 人 要 听 见 神 儿 子 的 声 音 ， 听 见 的 人 就 要 活 了 。
cuv,14238,29-llamascope-res-32k,sentiment, collective sentiment about events and trends,1,AMO-005-018,Amos 5:18,0.54591584,想 望 耶 和 华 日 子 来 到 的 有 祸 了 ！ 你 们 为 何 想 望 耶 和 华 的 日 子 呢 ？ 那 日 黑 暗 没 有 光 明 ，
cuv,14238,29-llamascope-res-32k,sentiment, collective sentiment about events and trends,2,JHN-012-029,John 12:29,0.5368198,站 在 旁 边 的 众 人 听 见 ， 就 说 ： 打 雷 了 。 还 有 人 说 ： 有 天 使 对 他 说 话 。
cuv,14238,29-llamascope-res-32k,sentiment, collective sentiment about events and trends,3,JDG-009-031,Judges 9:31,0.53420275,悄 悄 地 打 发 人 去 见 亚 比 米 勒 ， 说 ： 以 别 的 儿 子 迦 勒 和 他 的 弟 兄 到 了 示 剑 ， 煽 惑 城 中 的 民 攻 击 你 。
cuv,14238,29-llamascope-res-32k,sentiment, collective sentiment about events and trends,4,ACT-023-009,Acts 23:9,0.5338975,於 是 大 大 的 喧 嚷 起 来 。 有 几 个 法 利 赛 党 的 文 士 站 起 来 争 辩 说 ： 我 们 看 不 出 这 人 有 甚 麽 恶 处 ， 倘 若 有 鬼 魂 或 是 天 使 对 他 说 过 话 ， 怎 麽 样 呢 ？
